date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:02:00	0/-1	---M--	302	error ('')			https://i.imgur.com/e5TBLka.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/i.imgur.com/e5TBLka.48.delayed	(from https://www.tranzit.com.ng/n/testimonies)
03:02:00	0/-1	---M--	302	error ('')			https://i.imgur.com/e5TBLka.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/i.imgur.com/e5TBLka.49.delayed	(from https://www.tranzit.com.ng/n/testimonies)
03:02:00	0/-1	---M--	302	error ('')			https://i.imgur.com/e5TBLka.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/i.imgur.com/e5TBLka.4a.delayed	(from https://www.tranzit.com.ng/n/testimonies)
03:02:00	140562/140562	---MCZ	200	added ('OK')	application/javascript	etag:W/%2222512-6lnzeyMttt7iaUB4vyHhU6CbrN0%22	https://cdn.jsdelivr.net/npm/swiper@9/swiper-bundle.min.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/cdn.jsdelivr.net/npm/swiper@9/swiper-bundle.min.js	(from https://www.tranzit.com.ng/n/testimonies)
03:02:02	4519/4519	---MCZ	403	error ('Forbidden')	text/html	date:Tue,%2008%20Jul%202025%2010:01:59%20GMT	https://kit.fontawesome.com/a076d05399.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/kit.fontawesome.com/a076d05399.4c.delayed	(from https://www.tranzit.com.ng/n/about)
03:02:03	1031/1031	---M--	404	error ('Not%20Found')	image/png	date:Tue,%2008%20Jul%202025%2010:02:00%20GMT	https://i.ibb.co/d6KQxz0/dots.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/i.ibb.co/d6KQxz0/dots.4d.delayed	(from https://www.tranzit.com.ng/n/about)
03:02:07	94821/94821	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/site4.jpeg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/site4.jpg	(from https://www.tranzit.com.ng/n/about)
03:02:08	125778/125778	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/site1.jpeg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/site1.jpg	(from https://www.tranzit.com.ng/n/about)
03:02:09	22357/22357	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/airtime.svg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/airtime.svg	(from https://www.tranzit.com.ng/n/telecom_services)
03:02:10	18909/18909	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/airtime.PNG	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/airtime.png	(from https://www.tranzit.com.ng/n/telecom_services)
03:02:13	120909/120909	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/buy_data.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/buy_data.png	(from https://www.tranzit.com.ng/n/telecom_services)
03:02:13	43395/43395	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/ele.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/ele.jpg	(from https://www.tranzit.com.ng/n/telecom_services)
03:02:14	11799/11799	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/fundacc.JPG	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/fundacc.jpg	(from https://www.tranzit.com.ng/n/telecom_services)
03:02:14	7030/7030	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/sms.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/sms.png	(from https://www.tranzit.com.ng/n/telecom_services)
03:02:19	386667/386667	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/web.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/web.png	(from https://www.tranzit.com.ng/n/telecom_services)
03:02:19	156794/156794	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/site3.jpeg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/site3.jpg	(from https://www.tranzit.com.ng/n/about)
03:02:19	173560/173560	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/Withdrawa.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/Withdrawa.png	(from https://www.tranzit.com.ng/n/telecom_services)
03:02:24	19579/19579	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2010:02:20%20GMT	https://www.tranzit.com.ng/n/web_creation	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/web_creation.html	(from https://www.tranzit.com.ng/n/programming_services)
03:02:27	25428/25428	---M--	200	added ('OK')	image/webp	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/webcreation.webp	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/webcreation.webp	(from https://www.tranzit.com.ng/n/programming_services)
03:02:27	19723/19723	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2010:02:23%20GMT	https://www.tranzit.com.ng/n/web_design	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/web_design.html	(from https://www.tranzit.com.ng/n/programming_services)
03:02:28	40486/40486	---M--	200	added ('OK')	image/webp	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/webdev.webp	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/webdev.webp	(from https://www.tranzit.com.ng/n/programming_services)
03:02:28	19251/19251	---MCZ	200	added ('OK')	text/html	date:Tue,%2008%20Jul%202025%2010:02:24%20GMT	https://www.tranzit.com.ng/n/web_development	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/web_development.html	(from https://www.tranzit.com.ng/n/programming_services)
03:02:28	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2010:02:25%20GMT	https://www.tranzit.com.ng/n/a	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/a	(from https://connect.facebook.net/en_US/fbevents.js)
03:02:29	725181/725181	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/webcre.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/webcre.png	(from https://www.tranzit.com.ng/n/programming_services)
03:02:29	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2010:02:26%20GMT	https://www.tranzit.com.ng/n/POST	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/POST	(from https://connect.facebook.net/en_US/fbevents.js)
03:02:30	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2010:02:27%20GMT	https://www.tranzit.com.ng/n/b.resolvedLink	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/b.resolvedLink	(from https://connect.facebook.net/en_US/fbevents.js)
03:02:30	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2010:02:27%20GMT	https://www.tranzit.com.ng/n/schema.org/	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
03:02:30	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2010:02:27%20GMT	https://www.tranzit.com.ng/n/d	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/d	(from https://connect.facebook.net/en_US/fbevents.js)
03:02:31	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2010:02:28%20GMT	https://www.tranzit.com.ng/signals/iwl.js	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
03:02:31	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2010:02:28%20GMT	https://www.tranzit.com.ng/n/c.dl	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/c.dl	(from https://connect.facebook.net/en_US/fbevents.js)
03:02:33	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Jul%202025%2010:02:29%20GMT	https://www.tranzit.com.ng/n/c.rl	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/c.rl	(from https://connect.facebook.net/en_US/fbevents.js)
03:02:35	3182154/3182154	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/cable_tv4.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/cable_tv4.jpg	(from https://www.tranzit.com.ng/n/telecom_services)
03:02:36	24814/24814	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/vtu.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/vtu.jpg	(from https://www.tranzit.com.ng/n/web_creation)
03:02:38	67648/67648	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/ecommerce.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/ecommerce.jpg	(from https://www.tranzit.com.ng/n/web_creation)
03:02:40	37095/37095	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/church.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/church.jpg	(from https://www.tranzit.com.ng/n/web_creation)
03:02:40	4699/4699	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/HTML5.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/HTML5.png	(from https://www.tranzit.com.ng/n/web_design)
03:02:41	5487/5487	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/CSS.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/CSS.png	(from https://www.tranzit.com.ng/n/web_design)
03:02:42	44629/44629	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/js.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/js.png	(from https://www.tranzit.com.ng/n/web_design)
03:02:42	156155/156155	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/Business.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/Business.jpg	(from https://www.tranzit.com.ng/n/web_creation)
03:02:43	25588/25588	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/jquery.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/jquery.png	(from https://www.tranzit.com.ng/n/web_design)
03:02:43	82335/82335	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/bs.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/bs.png	(from https://www.tranzit.com.ng/n/web_design)
03:02:45	10667/10667	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/php.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/php.png	(from https://www.tranzit.com.ng/n/web_development)
03:02:46	32792/32792	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/py.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/py.jpg	(from https://www.tranzit.com.ng/n/web_development)
03:02:48	30945/30945	---M--	200	added ('OK')	text/html	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/database.avif	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/database.html	(from https://www.tranzit.com.ng/n/web_development)
03:02:51	75598/75598	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/api.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/api.jpg	(from https://www.tranzit.com.ng/n/web_development)
03:02:53	49216/49216	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/word.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/word.png	(from https://www.tranzit.com.ng/n/web_development)
03:02:54	247876/247876	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/mysql.png	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/mysql.png	(from https://www.tranzit.com.ng/n/web_development)
03:02:55	152494/152494	---M--	200	added ('OK')	image/webp	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/nodejs.webp	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/nodejs.webp	(from https://www.tranzit.com.ng/n/web_development)
03:02:55	15181/15181	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Mar%202025%2014:20:14%20GMT	https://www.tranzit.com.ng/n/images/ajax.jpg	C:/Users/WELCOME/Documents/FRONTEND%20PROJECTS/Beginner%20Projects/My%20Web%20Sites/one/www.tranzit.com.ng/n/images/ajax.jpg	(from https://www.tranzit.com.ng/n/web_development)
